tag,name,flag,flag_square,flag_round
Niue,Niue,https//cdn.countryflags.com/thumbs/niue/flag-400.png,https//cdn.countryflags.com/thumbs/niue/flag-square-250.png,https//cdn.countryflags.com/thumbs/niue/flag-round-250.png
Sri_Lanka,Sri Lanka,https//cdn.countryflags.com/thumbs/sri-lanka/flag-400.png,https//cdn.countryflags.com/thumbs/sri-lanka/flag-square-250.png,https//cdn.countryflags.com/thumbs/sri-lanka/flag-round-250.png
The_Gambia,The Gambia,https//cdn.countryflags.com/thumbs/gambia/flag-400.png,https//cdn.countryflags.com/thumbs/gambia/flag-square-250.png,https//cdn.countryflags.com/thumbs/gambia/flag-round-250.png
Gabon,Gabon,https//cdn.countryflags.com/thumbs/gabon/flag-400.png,https//cdn.countryflags.com/thumbs/gabon/flag-square-250.png,https//cdn.countryflags.com/thumbs/gabon/flag-round-250.png
Yemen,Yemen,https//cdn.countryflags.com/thumbs/yemen/flag-400.png,https//cdn.countryflags.com/thumbs/yemen/flag-square-250.png,https//cdn.countryflags.com/thumbs/yemen/flag-round-250.png
Venezuela,Venezuela,https//cdn.countryflags.com/thumbs/venezuela/flag-400.png,https//cdn.countryflags.com/thumbs/venezuela/flag-square-250.png,https//cdn.countryflags.com/thumbs/venezuela/flag-round-250.png
Bangladesh,Bangladesh,https//cdn.countryflags.com/thumbs/bangladesh/flag-400.png,https//cdn.countryflags.com/thumbs/bangladesh/flag-square-250.png,https//cdn.countryflags.com/thumbs/bangladesh/flag-round-250.png
Eritrea,Eritrea,https//cdn.countryflags.com/thumbs/eritrea/flag-400.png,https//cdn.countryflags.com/thumbs/eritrea/flag-square-250.png,https//cdn.countryflags.com/thumbs/eritrea/flag-round-250.png
South_Africa,South Africa,https//cdn.countryflags.com/thumbs/south-africa/flag-400.png,https//cdn.countryflags.com/thumbs/south-africa/flag-square-250.png,https//cdn.countryflags.com/thumbs/south-africa/flag-round-250.png
Iraq,Iraq,https//cdn.countryflags.com/thumbs/iraq/flag-400.png,https//cdn.countryflags.com/thumbs/iraq/flag-square-250.png,https//cdn.countryflags.com/thumbs/iraq/flag-round-250.png
Ecuador,Ecuador,https//cdn.countryflags.com/thumbs/ecuador/flag-400.png,https//cdn.countryflags.com/thumbs/ecuador/flag-square-250.png,https//cdn.countryflags.com/thumbs/ecuador/flag-round-250.png
Hungary,Hungary,https//cdn.countryflags.com/thumbs/hungary/flag-400.png,https//cdn.countryflags.com/thumbs/hungary/flag-square-250.png,https//cdn.countryflags.com/thumbs/hungary/flag-round-250.png
Malawi,Malawi,https//cdn.countryflags.com/thumbs/malawi/flag-400.png,https//cdn.countryflags.com/thumbs/malawi/flag-square-250.png,https//cdn.countryflags.com/thumbs/malawi/flag-round-250.png
Senegal,Senegal,https//cdn.countryflags.com/thumbs/senegal/flag-400.png,https//cdn.countryflags.com/thumbs/senegal/flag-square-250.png,https//cdn.countryflags.com/thumbs/senegal/flag-round-250.png
Zambia,Zambia,https//cdn.countryflags.com/thumbs/zambia/flag-400.png,https//cdn.countryflags.com/thumbs/zambia/flag-square-250.png,https//cdn.countryflags.com/thumbs/zambia/flag-round-250.png
Barbados,Barbados,https//cdn.countryflags.com/thumbs/barbados/flag-400.png,https//cdn.countryflags.com/thumbs/barbados/flag-square-250.png,https//cdn.countryflags.com/thumbs/barbados/flag-round-250.png
India,India,https//cdn.countryflags.com/thumbs/india/flag-400.png,https//cdn.countryflags.com/thumbs/india/flag-square-250.png,https//cdn.countryflags.com/thumbs/india/flag-round-250.png
Vatican_City,Vatican City,https//cdn.countryflags.com/thumbs/vatican-city/flag-400.png,https//cdn.countryflags.com/thumbs/vatican-city/flag-square-250.png,https//cdn.countryflags.com/thumbs/vatican-city/flag-round-250.png
Romania,Romania,https//cdn.countryflags.com/thumbs/romania/flag-400.png,https//cdn.countryflags.com/thumbs/romania/flag-square-250.png,https//cdn.countryflags.com/thumbs/romania/flag-round-250.png
Belgium,Belgium,https//cdn.countryflags.com/thumbs/belgium/flag-400.png,https//cdn.countryflags.com/thumbs/belgium/flag-square-250.png,https//cdn.countryflags.com/thumbs/belgium/flag-round-250.png
Saudi_Arabia,Saudi Arabia,https//cdn.countryflags.com/thumbs/saudi-arabia/flag-400.png,https//cdn.countryflags.com/thumbs/saudi-arabia/flag-square-250.png,https//cdn.countryflags.com/thumbs/saudi-arabia/flag-round-250.png
New_Zealand,New Zealand,https//cdn.countryflags.com/thumbs/new-zealand/flag-400.png,https//cdn.countryflags.com/thumbs/new-zealand/flag-square-250.png,https//cdn.countryflags.com/thumbs/new-zealand/flag-round-250.png
Kuwait,Kuwait,https//cdn.countryflags.com/thumbs/kuwait/flag-400.png,https//cdn.countryflags.com/thumbs/kuwait/flag-square-250.png,https//cdn.countryflags.com/thumbs/kuwait/flag-round-250.png
Burkina_Faso,Burkina Faso,https//cdn.countryflags.com/thumbs/burkina-faso/flag-400.png,https//cdn.countryflags.com/thumbs/burkina-faso/flag-square-250.png,https//cdn.countryflags.com/thumbs/burkina-faso/flag-round-250.png
North_Korea,North Korea,https//cdn.countryflags.com/thumbs/north-korea/flag-400.png,https//cdn.countryflags.com/thumbs/north-korea/flag-square-250.png,https//cdn.countryflags.com/thumbs/north-korea/flag-round-250.png
Equatorial_Guinea,Equatorial Guinea,https//cdn.countryflags.com/thumbs/equatorial-guinea/flag-400.png,https//cdn.countryflags.com/thumbs/equatorial-guinea/flag-square-250.png,https//cdn.countryflags.com/thumbs/equatorial-guinea/flag-round-250.png
South_Sudan,South Sudan,https//cdn.countryflags.com/thumbs/south-sudan/flag-400.png,https//cdn.countryflags.com/thumbs/south-sudan/flag-square-250.png,https//cdn.countryflags.com/thumbs/south-sudan/flag-round-250.png
Kosovo,Kosovo,https//cdn.countryflags.com/thumbs/kosovo/flag-400.png,https//cdn.countryflags.com/thumbs/kosovo/flag-square-250.png,https//cdn.countryflags.com/thumbs/kosovo/flag-round-250.png
China,China,https//cdn.countryflags.com/thumbs/china/flag-400.png,https//cdn.countryflags.com/thumbs/china/flag-square-250.png,https//cdn.countryflags.com/thumbs/china/flag-round-250.png
The_Maldives,The Maldives,https//cdn.countryflags.com/thumbs/maldives/flag-400.png,https//cdn.countryflags.com/thumbs/maldives/flag-square-250.png,https//cdn.countryflags.com/thumbs/maldives/flag-round-250.png
Uruguay,Uruguay,https//cdn.countryflags.com/thumbs/uruguay/flag-400.png,https//cdn.countryflags.com/thumbs/uruguay/flag-square-250.png,https//cdn.countryflags.com/thumbs/uruguay/flag-round-250.png
Burundi,Burundi,https//cdn.countryflags.com/thumbs/burundi/flag-400.png,https//cdn.countryflags.com/thumbs/burundi/flag-square-250.png,https//cdn.countryflags.com/thumbs/burundi/flag-round-250.png
Saint_Kitts_and_Nevis,Saint Kitts and Nevis,https//cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-400.png,https//cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-square-250.png,https//cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-round-250.png
The_Dominican_Republic,The Dominican Republic,https//cdn.countryflags.com/thumbs/dominican-republic/flag-400.png,https//cdn.countryflags.com/thumbs/dominican-republic/flag-square-250.png,https//cdn.countryflags.com/thumbs/dominican-republic/flag-round-250.png
Uzbekistan,Uzbekistan,https//cdn.countryflags.com/thumbs/uzbekistan/flag-400.png,https//cdn.countryflags.com/thumbs/uzbekistan/flag-square-250.png,https//cdn.countryflags.com/thumbs/uzbekistan/flag-round-250.png
Malta,Malta,https//cdn.countryflags.com/thumbs/malta/flag-400.png,https//cdn.countryflags.com/thumbs/malta/flag-square-250.png,https//cdn.countryflags.com/thumbs/malta/flag-round-250.png
Panama,Panama,https//cdn.countryflags.com/thumbs/panama/flag-400.png,https//cdn.countryflags.com/thumbs/panama/flag-square-250.png,https//cdn.countryflags.com/thumbs/panama/flag-round-250.png
Paraguay,Paraguay,https//cdn.countryflags.com/thumbs/paraguay/flag-400.png,https//cdn.countryflags.com/thumbs/paraguay/flag-square-250.png,https//cdn.countryflags.com/thumbs/paraguay/flag-round-250.png
Saint_Lucia,Saint Lucia,https//cdn.countryflags.com/thumbs/saint-lucia/flag-400.png,https//cdn.countryflags.com/thumbs/saint-lucia/flag-square-250.png,https//cdn.countryflags.com/thumbs/saint-lucia/flag-round-250.png
Papua_New_Guinea,Papua New Guinea,https//cdn.countryflags.com/thumbs/papua-new-guinea/flag-400.png,https//cdn.countryflags.com/thumbs/papua-new-guinea/flag-square-250.png,https//cdn.countryflags.com/thumbs/papua-new-guinea/flag-round-250.png
Namibia,Namibia,https//cdn.countryflags.com/thumbs/namibia/flag-400.png,https//cdn.countryflags.com/thumbs/namibia/flag-square-250.png,https//cdn.countryflags.com/thumbs/namibia/flag-round-250.png
The_United_Kingdom,The United Kingdom,https//cdn.countryflags.com/thumbs/united-kingdom/flag-400.png,https//cdn.countryflags.com/thumbs/united-kingdom/flag-square-250.png,https//cdn.countryflags.com/thumbs/united-kingdom/flag-round-250.png
Guinea-Bissau,Guinea-Bissau,https//cdn.countryflags.com/thumbs/guinea-bissau/flag-400.png,https//cdn.countryflags.com/thumbs/guinea-bissau/flag-square-250.png,https//cdn.countryflags.com/thumbs/guinea-bissau/flag-round-250.png
Qatar,Qatar,https//cdn.countryflags.com/thumbs/qatar/flag-400.png,https//cdn.countryflags.com/thumbs/qatar/flag-square-250.png,https//cdn.countryflags.com/thumbs/qatar/flag-round-250.png
Brunei,Brunei,https//cdn.countryflags.com/thumbs/brunei/flag-400.png,https//cdn.countryflags.com/thumbs/brunei/flag-square-250.png,https//cdn.countryflags.com/thumbs/brunei/flag-round-250.png
Ghana,Ghana,https//cdn.countryflags.com/thumbs/ghana/flag-400.png,https//cdn.countryflags.com/thumbs/ghana/flag-square-250.png,https//cdn.countryflags.com/thumbs/ghana/flag-round-250.png
Monaco,Monaco,https//cdn.countryflags.com/thumbs/monaco/flag-400.png,https//cdn.countryflags.com/thumbs/monaco/flag-square-250.png,https//cdn.countryflags.com/thumbs/monaco/flag-round-250.png
Kenya,Kenya,https//cdn.countryflags.com/thumbs/kenya/flag-400.png,https//cdn.countryflags.com/thumbs/kenya/flag-square-250.png,https//cdn.countryflags.com/thumbs/kenya/flag-round-250.png
São_Tomé_and_Príncipe,São Tomé and Príncipe,https//cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-400.png,https//cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-square-250.png,https//cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-round-250.png
Israel,Israel,https//cdn.countryflags.com/thumbs/israel/flag-400.png,https//cdn.countryflags.com/thumbs/israel/flag-square-250.png,https//cdn.countryflags.com/thumbs/israel/flag-round-250.png
Guatemala,Guatemala,https//cdn.countryflags.com/thumbs/guatemala/flag-400.png,https//cdn.countryflags.com/thumbs/guatemala/flag-square-250.png,https//cdn.countryflags.com/thumbs/guatemala/flag-round-250.png
Slovakia,Slovakia,https//cdn.countryflags.com/thumbs/slovakia/flag-400.png,https//cdn.countryflags.com/thumbs/slovakia/flag-square-250.png,https//cdn.countryflags.com/thumbs/slovakia/flag-round-250.png
Greece,Greece,https//cdn.countryflags.com/thumbs/greece/flag-400.png,https//cdn.countryflags.com/thumbs/greece/flag-square-250.png,https//cdn.countryflags.com/thumbs/greece/flag-round-250.png
Kiribati,Kiribati,https//cdn.countryflags.com/thumbs/kiribati/flag-400.png,https//cdn.countryflags.com/thumbs/kiribati/flag-square-250.png,https//cdn.countryflags.com/thumbs/kiribati/flag-round-250.png
Norway,Norway,https//cdn.countryflags.com/thumbs/norway/flag-400.png,https//cdn.countryflags.com/thumbs/norway/flag-square-250.png,https//cdn.countryflags.com/thumbs/norway/flag-round-250.png
Liechtenstein,Liechtenstein,https//cdn.countryflags.com/thumbs/liechtenstein/flag-400.png,https//cdn.countryflags.com/thumbs/liechtenstein/flag-square-250.png,https//cdn.countryflags.com/thumbs/liechtenstein/flag-round-250.png
Cuba,Cuba,https//cdn.countryflags.com/thumbs/cuba/flag-400.png,https//cdn.countryflags.com/thumbs/cuba/flag-square-250.png,https//cdn.countryflags.com/thumbs/cuba/flag-round-250.png
Sweden,Sweden,https//cdn.countryflags.com/thumbs/sweden/flag-400.png,https//cdn.countryflags.com/thumbs/sweden/flag-square-250.png,https//cdn.countryflags.com/thumbs/sweden/flag-round-250.png
Mozambique,Mozambique,https//cdn.countryflags.com/thumbs/mozambique/flag-400.png,https//cdn.countryflags.com/thumbs/mozambique/flag-square-250.png,https//cdn.countryflags.com/thumbs/mozambique/flag-round-250.png
Costa_Rica,Costa Rica,https//cdn.countryflags.com/thumbs/costa-rica/flag-400.png,https//cdn.countryflags.com/thumbs/costa-rica/flag-square-250.png,https//cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png
Democratic_Republic_of_The_Congo,Democratic Republic of The Congo,https//cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-400.png,https//cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-square-250.png,https//cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-round-250.png
Argentina,Argentina,https//cdn.countryflags.com/thumbs/argentina/flag-400.png,https//cdn.countryflags.com/thumbs/argentina/flag-square-250.png,https//cdn.countryflags.com/thumbs/argentina/flag-round-250.png
Thailand,Thailand,https//cdn.countryflags.com/thumbs/thailand/flag-400.png,https//cdn.countryflags.com/thumbs/thailand/flag-square-250.png,https//cdn.countryflags.com/thumbs/thailand/flag-round-250.png
Pakistan,Pakistan,https//cdn.countryflags.com/thumbs/pakistan/flag-400.png,https//cdn.countryflags.com/thumbs/pakistan/flag-square-250.png,https//cdn.countryflags.com/thumbs/pakistan/flag-round-250.png
Malaysia,Malaysia,https//cdn.countryflags.com/thumbs/malaysia/flag-400.png,https//cdn.countryflags.com/thumbs/malaysia/flag-square-250.png,https//cdn.countryflags.com/thumbs/malaysia/flag-round-250.png
Taiwan,Taiwan,https//cdn.countryflags.com/thumbs/taiwan/flag-400.png,https//cdn.countryflags.com/thumbs/taiwan/flag-square-250.png,https//cdn.countryflags.com/thumbs/taiwan/flag-round-250.png
Ethiopia,Ethiopia,https//cdn.countryflags.com/thumbs/ethiopia/flag-400.png,https//cdn.countryflags.com/thumbs/ethiopia/flag-square-250.png,https//cdn.countryflags.com/thumbs/ethiopia/flag-round-250.png
Myanmar,Myanmar,https//cdn.countryflags.com/thumbs/myanmar/flag-400.png,https//cdn.countryflags.com/thumbs/myanmar/flag-square-250.png,https//cdn.countryflags.com/thumbs/myanmar/flag-round-250.png
Kyrgyzstan,Kyrgyzstan,https//cdn.countryflags.com/thumbs/kyrgyzstan/flag-400.png,https//cdn.countryflags.com/thumbs/kyrgyzstan/flag-square-250.png,https//cdn.countryflags.com/thumbs/kyrgyzstan/flag-round-250.png
Micronesia,Micronesia,https//cdn.countryflags.com/thumbs/micronesia/flag-400.png,https//cdn.countryflags.com/thumbs/micronesia/flag-square-250.png,https//cdn.countryflags.com/thumbs/micronesia/flag-round-250.png
Peru,Peru,https//cdn.countryflags.com/thumbs/peru/flag-400.png,https//cdn.countryflags.com/thumbs/peru/flag-square-250.png,https//cdn.countryflags.com/thumbs/peru/flag-round-250.png
Benin,Benin,https//cdn.countryflags.com/thumbs/benin/flag-400.png,https//cdn.countryflags.com/thumbs/benin/flag-square-250.png,https//cdn.countryflags.com/thumbs/benin/flag-round-250.png
Bahrain,Bahrain,https//cdn.countryflags.com/thumbs/bahrain/flag-400.png,https//cdn.countryflags.com/thumbs/bahrain/flag-square-250.png,https//cdn.countryflags.com/thumbs/bahrain/flag-round-250.png
Andorra,Andorra,https//cdn.countryflags.com/thumbs/andorra/flag-400.png,https//cdn.countryflags.com/thumbs/andorra/flag-square-250.png,https//cdn.countryflags.com/thumbs/andorra/flag-round-250.png
Latvia,Latvia,https//cdn.countryflags.com/thumbs/latvia/flag-400.png,https//cdn.countryflags.com/thumbs/latvia/flag-square-250.png,https//cdn.countryflags.com/thumbs/latvia/flag-round-250.png
Indonesia,Indonesia,https//cdn.countryflags.com/thumbs/indonesia/flag-400.png,https//cdn.countryflags.com/thumbs/indonesia/flag-square-250.png,https//cdn.countryflags.com/thumbs/indonesia/flag-round-250.png
Haiti,Haiti,https//cdn.countryflags.com/thumbs/haiti/flag-400.png,https//cdn.countryflags.com/thumbs/haiti/flag-square-250.png,https//cdn.countryflags.com/thumbs/haiti/flag-round-250.png
Germany,Germany,https//cdn.countryflags.com/thumbs/germany/flag-400.png,https//cdn.countryflags.com/thumbs/germany/flag-square-250.png,https//cdn.countryflags.com/thumbs/germany/flag-round-250.png
Côte_d'_Ivoire,Côte d' Ivoire,https//cdn.countryflags.com/thumbs/cote-d-ivoire/flag-400.png,https//cdn.countryflags.com/thumbs/cote-d-ivoire/flag-square-250.png,https//cdn.countryflags.com/thumbs/cote-d-ivoire/flag-round-250.png
Republic_of_The_Congo,Republic of The Congo,https//cdn.countryflags.com/thumbs/congo-republic-of-the/flag-400.png,https//cdn.countryflags.com/thumbs/congo-republic-of-the/flag-square-250.png,https//cdn.countryflags.com/thumbs/congo-republic-of-the/flag-round-250.png
The_Central-African_Republic,The Central-African Republic,https//cdn.countryflags.com/thumbs/central-african-republic/flag-400.png,https//cdn.countryflags.com/thumbs/central-african-republic/flag-square-250.png,https//cdn.countryflags.com/thumbs/central-african-republic/flag-round-250.png
Sierra_Leone,Sierra Leone,https//cdn.countryflags.com/thumbs/sierra-leone/flag-400.png,https//cdn.countryflags.com/thumbs/sierra-leone/flag-square-250.png,https//cdn.countryflags.com/thumbs/sierra-leone/flag-round-250.png
Cambodia,Cambodia,https//cdn.countryflags.com/thumbs/cambodia/flag-400.png,https//cdn.countryflags.com/thumbs/cambodia/flag-square-250.png,https//cdn.countryflags.com/thumbs/cambodia/flag-round-250.png
Fiji,Fiji,https//cdn.countryflags.com/thumbs/fiji/flag-400.png,https//cdn.countryflags.com/thumbs/fiji/flag-square-250.png,https//cdn.countryflags.com/thumbs/fiji/flag-round-250.png
Swaziland,Swaziland,https//cdn.countryflags.com/thumbs/swaziland/flag-400.png,https//cdn.countryflags.com/thumbs/swaziland/flag-square-250.png,https//cdn.countryflags.com/thumbs/swaziland/flag-round-250.png
France,France,https//cdn.countryflags.com/thumbs/france/flag-400.png,https//cdn.countryflags.com/thumbs/france/flag-square-250.png,https//cdn.countryflags.com/thumbs/france/flag-round-250.png
Iceland,Iceland,https//cdn.countryflags.com/thumbs/iceland/flag-400.png,https//cdn.countryflags.com/thumbs/iceland/flag-square-250.png,https//cdn.countryflags.com/thumbs/iceland/flag-round-250.png
Guinea,Guinea,https//cdn.countryflags.com/thumbs/guinea/flag-400.png,https//cdn.countryflags.com/thumbs/guinea/flag-square-250.png,https//cdn.countryflags.com/thumbs/guinea/flag-round-250.png
Austria,Austria,https//cdn.countryflags.com/thumbs/austria/flag-400.png,https//cdn.countryflags.com/thumbs/austria/flag-square-250.png,https//cdn.countryflags.com/thumbs/austria/flag-round-250.png
Nauru,Nauru,https//cdn.countryflags.com/thumbs/nauru/flag-400.png,https//cdn.countryflags.com/thumbs/nauru/flag-square-250.png,https//cdn.countryflags.com/thumbs/nauru/flag-round-250.png
Dominica,Dominica,https//cdn.countryflags.com/thumbs/dominica/flag-400.png,https//cdn.countryflags.com/thumbs/dominica/flag-square-250.png,https//cdn.countryflags.com/thumbs/dominica/flag-round-250.png
Nigeria,Nigeria,https//cdn.countryflags.com/thumbs/nigeria/flag-400.png,https//cdn.countryflags.com/thumbs/nigeria/flag-square-250.png,https//cdn.countryflags.com/thumbs/nigeria/flag-round-250.png
Samoa,Samoa,https//cdn.countryflags.com/thumbs/samoa/flag-400.png,https//cdn.countryflags.com/thumbs/samoa/flag-square-250.png,https//cdn.countryflags.com/thumbs/samoa/flag-round-250.png
Antigua_and_Barbuda,Antigua and Barbuda,https//cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-400.png,https//cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-square-250.png,https//cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-round-250.png
Bulgaria,Bulgaria,https//cdn.countryflags.com/thumbs/bulgaria/flag-400.png,https//cdn.countryflags.com/thumbs/bulgaria/flag-square-250.png,https//cdn.countryflags.com/thumbs/bulgaria/flag-round-250.png
Nepal,Nepal,https//cdn.countryflags.com/thumbs/nepal/flag-400.png,https//cdn.countryflags.com/thumbs/nepal/flag-square-250.png,https//cdn.countryflags.com/thumbs/nepal/flag-round-250.png
Somalia,Somalia,https//cdn.countryflags.com/thumbs/somalia/flag-400.png,https//cdn.countryflags.com/thumbs/somalia/flag-square-250.png,https//cdn.countryflags.com/thumbs/somalia/flag-round-250.png
Ukraine,Ukraine,https//cdn.countryflags.com/thumbs/ukraine/flag-400.png,https//cdn.countryflags.com/thumbs/ukraine/flag-square-250.png,https//cdn.countryflags.com/thumbs/ukraine/flag-round-250.png